benchmark,duration_ns,uptime_ns,vm_start_unix_ms
gauss-mix,2349397395,2818333754,1699612786354
gauss-mix,712934709,5192015419,1699612786354
gauss-mix,674710338,5928445001,1699612786354
gauss-mix,649941928,6627751455,1699612786354
gauss-mix,647156032,7301297519,1699612786354
gauss-mix,638584149,7971135308,1699612786354
gauss-mix,615494703,8635036167,1699612786354
gauss-mix,626737899,9275698707,1699612786354
gauss-mix,624810200,9927618143,1699612786354
gauss-mix,566093417,10580036719,1699612786354
gauss-mix,589487927,11174038498,1699612786354
gauss-mix,622074324,11788630151,1699612786354
gauss-mix,568974014,12437796290,1699612786354
gauss-mix,579723980,13033949721,1699612786354
gauss-mix,613937688,13640643334,1699612786354
gauss-mix,592799813,14281132467,1699612786354
gauss-mix,606676772,14901125337,1699612786354
gauss-mix,592915034,15534442295,1699612786354
gauss-mix,616811515,16155875403,1699612786354
gauss-mix,562499801,16801738653,1699612786354
gauss-mix,569937409,17392138106,1699612786354
gauss-mix,632667803,17987999467,1699612786354
gauss-mix,605675859,18649099163,1699612786354
gauss-mix,590145766,19282144813,1699612786354
gauss-mix,596455663,19900171280,1699612786354
gauss-mix,604058995,20525194618,1699612786354
gauss-mix,579889408,21156248037,1699612786354
gauss-mix,601746578,21766184580,1699612786354
gauss-mix,611219488,22399296269,1699612786354
gauss-mix,594657295,23037633063,1699612786354
gauss-mix,599853168,23660890414,1699612786354
gauss-mix,612319959,24288927470,1699612786354
gauss-mix,544405182,24928948236,1699612786354
gauss-mix,604630664,25499798100,1699612786354
gauss-mix,592908547,26132718423,1699612786354
gauss-mix,581047118,26755036303,1699612786354
gauss-mix,580359304,27364239287,1699612786354
gauss-mix,570402533,27972954942,1699612786354
gauss-mix,574331982,28573028312,1699612786354
gauss-mix,575137698,29174139323,1699612786354
