benchmark,duration_ns,uptime_ns,vm_start_unix_ms
rx-scrabble,363602083,907468949,1699620698146
rx-scrabble,143149380,1328008463,1699620698146
rx-scrabble,131876368,1523393325,1699620698146
rx-scrabble,130581954,1705255443,1699620698146
rx-scrabble,151602569,1884460041,1699620698146
rx-scrabble,145736339,2078903045,1699620698146
rx-scrabble,132204965,2246673228,1699620698146
rx-scrabble,129596586,2419422535,1699620698146
rx-scrabble,128994585,2587629886,1699620698146
rx-scrabble,129440533,2755211056,1699620698146
rx-scrabble,128171199,2923567480,1699620698146
rx-scrabble,129101486,3090053499,1699620698146
rx-scrabble,134002559,3256666560,1699620698146
rx-scrabble,130220788,3410852958,1699620698146
rx-scrabble,129182388,3588017318,1699620698146
rx-scrabble,128211899,3763469146,1699620698146
rx-scrabble,129857431,3932330219,1699620698146
rx-scrabble,127961665,4107888369,1699620698146
rx-scrabble,129346601,4281423700,1699620698146
rx-scrabble,144956024,4451605799,1699620698146
rx-scrabble,133892816,4616531809,1699620698146
rx-scrabble,125831035,4777133517,1699620698146
rx-scrabble,130595155,4943907621,1699620698146
rx-scrabble,129278330,5117273840,1699620698146
rx-scrabble,130151216,5288412736,1699620698146
rx-scrabble,128631828,5465152788,1699620698146
rx-scrabble,133405247,5635983339,1699620698146
rx-scrabble,134207023,5787478836,1699620698146
rx-scrabble,130048544,5946660408,1699620698146
rx-scrabble,130432782,6114545963,1699620698146
rx-scrabble,128826131,6282228115,1699620698146
rx-scrabble,128597317,6449906796,1699620698146
rx-scrabble,128746700,6617022777,1699620698146
rx-scrabble,128260151,6784458154,1699620698146
rx-scrabble,126906115,6951355761,1699620698146
rx-scrabble,131121605,7115341053,1699620698146
rx-scrabble,128746370,7283952572,1699620698146
rx-scrabble,127149640,7450745387,1699620698146
rx-scrabble,127080198,7615435463,1699620698146
rx-scrabble,130600094,7780261611,1699620698146
rx-scrabble,127956965,7949235597,1699620698146
rx-scrabble,130212977,8115468901,1699620698146
rx-scrabble,128746310,8283138912,1699620698146
rx-scrabble,128861872,8450412906,1699620698146
rx-scrabble,133719463,8616476938,1699620698146
rx-scrabble,132964389,8769141137,1699620698146
rx-scrabble,129599626,8941276572,1699620698146
rx-scrabble,130310269,9108741630,1699620698146
rx-scrabble,128502856,9275944762,1699620698146
rx-scrabble,128207969,9442383181,1699620698146
rx-scrabble,134786493,9608607355,1699620698146
rx-scrabble,132014821,9762515258,1699620698146
rx-scrabble,127687580,9934042242,1699620698146
rx-scrabble,128242850,10098832199,1699620698146
rx-scrabble,128954794,10265867178,1699620698146
rx-scrabble,126670201,10433170563,1699620698146
rx-scrabble,129465954,10598590602,1699620698146
rx-scrabble,128614147,10765569321,1699620698146
rx-scrabble,144126489,10932267074,1699620698146
rx-scrabble,131363730,11095900159,1699620698146
rx-scrabble,129725498,11266397404,1699620698146
rx-scrabble,127519867,11433849781,1699620698146
rx-scrabble,128950613,11599538316,1699620698146
rx-scrabble,130260708,11767837809,1699620698146
rx-scrabble,132230936,11937093740,1699620698146
rx-scrabble,134545789,12106746739,1699620698146
rx-scrabble,135164361,12257690236,1699620698146
rx-scrabble,128747700,12417628212,1699620698146
rx-scrabble,127289612,12584394537,1699620698146
rx-scrabble,130399801,12749475470,1699620698146
rx-scrabble,129098126,12918062499,1699620698146
rx-scrabble,128005936,13084426836,1699620698146
rx-scrabble,143910615,13250292733,1699620698146
rx-scrabble,131310118,13411808479,1699620698146
rx-scrabble,129527564,13582424966,1699620698146
rx-scrabble,129797980,13750628987,1699620698146
rx-scrabble,126345095,13917701798,1699620698146
rx-scrabble,131055733,14082375893,1699620698146
rx-scrabble,132583292,14251880019,1699620698146
rx-scrabble,131357389,14401840158,1699620698146
