benchmark,duration_ns,uptime_ns,vm_start_unix_ms
philosophers,4494601300,408871862,1699621070632
philosophers,3582969228,4916405142,1699621070632
philosophers,3662524196,8507444536,1699621070632
philosophers,3691587366,12179444025,1699621070632
philosophers,3686091399,15878775561,1699621070632
philosophers,3553528686,19573705801,1699621070632
philosophers,3684294703,23136916234,1699621070632
philosophers,3685607727,26831032927,1699621070632
philosophers,3520056957,30525367343,1699621070632
philosophers,3704826067,34054399794,1699621070632
philosophers,3561433566,37770090371,1699621070632
philosophers,3573912706,41342007190,1699621070632
philosophers,3539454480,44925371718,1699621070632
philosophers,3535575293,48473834232,1699621070632
philosophers,3477228766,52020525540,1699621070632
philosophers,3704002027,55508417822,1699621070632
philosophers,3612246153,59224249438,1699621070632
philosophers,3854575356,62846969794,1699621070632
philosophers,3726374728,66711431771,1699621070632
philosophers,3564635691,70447009307,1699621070632
philosophers,3784233175,74022005218,1699621070632
philosophers,3573427570,77817597422,1699621070632
philosophers,3559441279,81399444275,1699621070632
philosophers,3721772406,84968967008,1699621070632
philosophers,3517209841,88701135095,1699621070632
philosophers,3682335962,92229271537,1699621070632
philosophers,3689145542,95922994619,1699621070632
philosophers,3664031507,99621812098,1699621070632
philosophers,3637563334,103295577983,1699621070632
philosophers,3556779812,106943862405,1699621070632
