benchmark,duration_ns,uptime_ns,vm_start_unix_ms
finagle-chirper,6997925328,2089667891,1699624567412
finagle-chirper,3792528200,9155232261,1699624567412
finagle-chirper,3715193379,13011555097,1699624567412
finagle-chirper,3545950580,16784469744,1699624567412
finagle-chirper,3476279058,20389375086,1699624567412
finagle-chirper,3611600122,23923222249,1699624567412
finagle-chirper,3364380031,27592795154,1699624567412
finagle-chirper,3296402882,31015425453,1699624567412
finagle-chirper,3392529780,34369306178,1699624567412
finagle-chirper,3297469091,37820092286,1699624567412
finagle-chirper,3243511666,41175299056,1699624567412
finagle-chirper,3212593422,44477966478,1699624567412
finagle-chirper,3223317591,47751147664,1699624567412
finagle-chirper,3141939020,51032964609,1699624567412
finagle-chirper,3196722490,54234199458,1699624567412
finagle-chirper,3069038375,57488376521,1699624567412
finagle-chirper,3064835042,60616293577,1699624567412
finagle-chirper,3061042318,63739226405,1699624567412
finagle-chirper,3038325754,66859409608,1699624567412
finagle-chirper,2980598105,69955671174,1699624567412
finagle-chirper,2986639573,72995812663,1699624567412
finagle-chirper,2971697250,76041043261,1699624567412
finagle-chirper,2984692195,79070923718,1699624567412
finagle-chirper,2969464266,82113862201,1699624567412
finagle-chirper,2997760548,85142175977,1699624567412
finagle-chirper,2925335793,88198651783,1699624567412
finagle-chirper,2935062293,91182603321,1699624567412
finagle-chirper,2915434249,94174337811,1699624567412
finagle-chirper,2980946088,97150766752,1699624567412
finagle-chirper,2928674707,100189342726,1699624567412
finagle-chirper,2882311211,103176681429,1699624567412
finagle-chirper,2949479332,106118818419,1699624567412
finagle-chirper,2892759214,109128991727,1699624567412
finagle-chirper,2855520286,112081663751,1699624567412
finagle-chirper,2887395608,114997458495,1699624567412
finagle-chirper,2916114419,117945687412,1699624567412
finagle-chirper,2859023714,120922129569,1699624567412
finagle-chirper,2835359091,123844024091,1699624567412
finagle-chirper,2866522039,126740171659,1699624567412
finagle-chirper,2802789724,129665041618,1699624567412
finagle-chirper,2818121353,132525130421,1699624567412
finagle-chirper,2831849120,135401194026,1699624567412
finagle-chirper,2817168903,138290714453,1699624567412
finagle-chirper,2825756451,141166841918,1699624567412
finagle-chirper,2789514933,144051490259,1699624567412
finagle-chirper,2791635473,146898510415,1699624567412
finagle-chirper,2757361984,149748656151,1699624567412
finagle-chirper,2763617236,152563054479,1699624567412
finagle-chirper,2783064705,155386001524,1699624567412
finagle-chirper,2786314148,158228218644,1699624567412
finagle-chirper,2779916883,161073952913,1699624567412
finagle-chirper,2798660398,163914074292,1699624567412
finagle-chirper,2781312370,166773365044,1699624567412
finagle-chirper,2785090703,169613054814,1699624567412
finagle-chirper,2790014538,172456567298,1699624567412
finagle-chirper,2768664620,175304906286,1699624567412
finagle-chirper,2745748013,178132771293,1699624567412
finagle-chirper,2730024236,180935972498,1699624567412
finagle-chirper,2729616707,183724455586,1699624567412
finagle-chirper,2714174335,186511511305,1699624567412
finagle-chirper,2725838773,189282244165,1699624567412
finagle-chirper,2696076851,192065958248,1699624567412
finagle-chirper,2733854429,194819423360,1699624567412
finagle-chirper,2727258769,197611328793,1699624567412
finagle-chirper,2756976009,200395189518,1699624567412
finagle-chirper,2719638800,203211018987,1699624567412
finagle-chirper,2708918560,205988396115,1699624567412
finagle-chirper,2743243570,208753076624,1699624567412
finagle-chirper,2724229279,211554681684,1699624567412
finagle-chirper,2756126381,214335264423,1699624567412
finagle-chirper,2712359706,217149908157,1699624567412
finagle-chirper,2757298553,219916613155,1699624567412
finagle-chirper,2698792610,222732383540,1699624567412
finagle-chirper,2714336874,225487696694,1699624567412
finagle-chirper,2646535879,228260801066,1699624567412
finagle-chirper,2681161175,230964204135,1699624567412
finagle-chirper,2674856122,233704453024,1699624567412
finagle-chirper,2674141117,236438508712,1699624567412
finagle-chirper,2682681833,239169459649,1699624567412
finagle-chirper,2699427790,241910047133,1699624567412
finagle-chirper,2677425110,244664547259,1699624567412
finagle-chirper,2660873647,247400939051,1699624567412
finagle-chirper,2681188583,250118961304,1699624567412
finagle-chirper,2679061401,252857996887,1699624567412
finagle-chirper,2664746791,255592206665,1699624567412
finagle-chirper,2693833089,258313401949,1699624567412
finagle-chirper,2665946644,261064616878,1699624567412
finagle-chirper,2663683190,263787636467,1699624567412
finagle-chirper,2684702660,266507120396,1699624567412
finagle-chirper,2675929848,269250614664,1699624567412
