benchmark,duration_ns,uptime_ns,vm_start_unix_ms
scrabble,378824681,909319100,1699620732656
scrabble,269729201,1329411047,1699620732656
scrabble,264218458,1638698551,1699620732656
scrabble,255987873,1939695830,1699620732656
scrabble,265685995,2228120102,1699620732656
scrabble,251560939,2525481913,1699620732656
scrabble,273054204,2809894149,1699620732656
scrabble,284211453,3119521950,1699620732656
scrabble,283806765,3441099916,1699620732656
scrabble,273241167,3762336545,1699620732656
scrabble,278464435,4075565314,1699620732656
scrabble,256529963,4390368312,1699620732656
scrabble,283441609,4681609397,1699620732656
scrabble,274442719,5000458712,1699620732656
scrabble,273986481,5312365185,1699620732656
scrabble,250654322,5623252990,1699620732656
scrabble,231654955,5907037715,1699620732656
scrabble,288052106,6171893214,1699620732656
scrabble,263689848,6499386221,1699620732656
scrabble,249103043,6798021036,1699620732656
scrabble,255796389,7079652021,1699620732656
scrabble,270531217,7368528541,1699620732656
scrabble,276127892,7674843470,1699620732656
scrabble,276263564,7987633491,1699620732656
scrabble,282623244,8300787998,1699620732656
scrabble,278347873,8619866847,1699620732656
scrabble,274364128,8933814560,1699620732656
scrabble,270358453,9243513362,1699620732656
scrabble,274699665,9550281069,1699620732656
scrabble,276285905,9860540712,1699620732656
scrabble,266350548,10172850434,1699620732656
scrabble,261092838,10474940904,1699620732656
scrabble,245879183,10769528092,1699620732656
scrabble,252207602,11048070749,1699620732656
scrabble,244355374,11332573998,1699620732656
scrabble,285860935,11607733011,1699620732656
scrabble,295577077,11932749722,1699620732656
scrabble,269201581,12264974228,1699620732656
scrabble,283112832,12569468433,1699620732656
scrabble,279539556,12889273995,1699620732656
scrabble,255841050,13205795876,1699620732656
scrabble,253852902,13494686588,1699620732656
scrabble,273861159,13781020211,1699620732656
scrabble,275125962,14090069012,1699620732656
scrabble,276402837,14401815133,1699620732656
scrabble,275141773,14714037743,1699620732656
scrabble,253392374,15024923628,1699620732656
scrabble,255993673,15311830442,1699620732656
scrabble,257544572,15600709194,1699620732656
scrabble,243484738,15890230977,1699620732656
