benchmark,duration_ns,uptime_ns,vm_start_unix_ms
reactors,19185185104,732414161,1699619614191
reactors,17922560539,19962426838,1699619614191
reactors,19438515095,37918567452,1699619614191
reactors,19217953718,57397737323,1699619614191
reactors,18594505242,76657299425,1699619614191
reactors,20449173606,95303566570,1699619614191
reactors,9992569704,115789796845,1699619614191
reactors,19354201485,125827639082,1699619614191
reactors,18264586098,145219202352,1699619614191
reactors,19729163662,163517696431,1699619614191
