benchmark,duration_ns,uptime_ns,vm_start_unix_ms
akka-uct,11021192199,645837505,1699618765794
akka-uct,10266279721,11970364594,1699618765794
akka-uct,9909807105,22513051021,1699618765794
akka-uct,9743244654,32689611866,1699618765794
akka-uct,9733648690,42653065919,1699618765794
akka-uct,9841675554,52740521548,1699618765794
akka-uct,10213816978,62909518420,1699618765794
akka-uct,10091520792,73364757970,1699618765794
akka-uct,9555731034,83818934799,1699618765794
akka-uct,9702747826,93723629542,1699618765794
akka-uct,10039769898,103692737762,1699618765794
akka-uct,10053251421,114072687492,1699618765794
akka-uct,9751405742,124425178401,1699618765794
akka-uct,9786935084,134461392307,1699618765794
akka-uct,9969777954,144561883120,1699618765794
akka-uct,10019146247,154860101766,1699618765794
akka-uct,10187620965,165130676322,1699618765794
akka-uct,9876655298,175653020688,1699618765794
akka-uct,10271749367,185886959742,1699618765794
akka-uct,10204128012,196481182607,1699618765794
akka-uct,9704935801,206967591998,1699618765794
akka-uct,10122077647,217002014237,1699618765794
akka-uct,9942397938,227420986324,1699618765794
akka-uct,9929426124,237588291719,1699618765794
