benchmark,duration_ns,uptime_ns,vm_start_unix_ms
scala-doku,2524228207,428878476,1699621429992
scala-doku,2201876841,2962891462,1699621429992
scala-doku,2202394201,5176585392,1699621429992
scala-doku,2218699576,7386328585,1699621429992
scala-doku,2218578004,9619717954,1699621429992
scala-doku,2230222788,11846763951,1699621429992
scala-doku,2223443397,14087050653,1699621429992
scala-doku,2245377790,16319015895,1699621429992
scala-doku,2234128163,18572908419,1699621429992
scala-doku,2197663108,20821948100,1699621429992
scala-doku,2257301509,23028046091,1699621429992
scala-doku,2370496955,25300054944,1699621429992
scala-doku,2231918879,27678614465,1699621429992
scala-doku,2237958255,29919642310,1699621429992
scala-doku,2248223013,32167037368,1699621429992
scala-doku,2238089997,34424061031,1699621429992
scala-doku,2218144632,36670081341,1699621429992
scala-doku,2198359320,38903453107,1699621429992
scala-doku,2219434896,41110247740,1699621429992
scala-doku,2345562142,43344130485,1699621429992
