benchmark,duration_ns,uptime_ns,vm_start_unix_ms
movie-lens,9790862907,4594900169,1699612929062
movie-lens,7494057551,14454209946,1699612929062
movie-lens,7214860768,22011863810,1699612929062
movie-lens,7060077018,29288628016,1699612929062
movie-lens,7082126704,36415128892,1699612929062
movie-lens,6995145374,43561415909,1699612929062
movie-lens,7001572725,50615480267,1699612929062
movie-lens,6985753617,57679360616,1699612929062
movie-lens,6961540569,64724440195,1699612929062
movie-lens,7025509254,71756228460,1699612929062
movie-lens,6982800303,78847882712,1699612929062
movie-lens,6948470369,85893982015,1699612929062
movie-lens,6994277904,92903501299,1699612929062
movie-lens,6998349321,99961828957,1699612929062
movie-lens,6981473798,107024190311,1699612929062
movie-lens,6948844601,114063994248,1699612929062
movie-lens,6965242876,121079379142,1699612929062
movie-lens,6846676529,128108958326,1699612929062
movie-lens,6886972043,135016813620,1699612929062
movie-lens,6901892701,141963867446,1699612929062
