benchmark,duration_ns,uptime_ns,vm_start_unix_ms
log-regression,5006282074,3603793235,1699612875676
log-regression,1083935907,8658536991,1699612875676
log-regression,965098551,9791085253,1699612875676
log-regression,878205337,10806561795,1699612875676
log-regression,874123895,11732530150,1699612875676
log-regression,896916282,12657920523,1699612875676
log-regression,804672171,13603783296,1699612875676
log-regression,773765080,14460460260,1699612875676
log-regression,750425561,15283572819,1699612875676
log-regression,833757891,16085682107,1699612875676
log-regression,772722577,16970941771,1699612875676
log-regression,776561053,17793613470,1699612875676
log-regression,785506212,18622414631,1699612875676
log-regression,849563176,19469356385,1699612875676
log-regression,722644791,20370258260,1699612875676
log-regression,755651142,21144097027,1699612875676
log-regression,727611519,21952350733,1699612875676
log-regression,727224471,22732129748,1699612875676
log-regression,736580627,23511216359,1699612875676
log-regression,729518245,24303744388,1699612875676
