benchmark,duration_ns,uptime_ns,vm_start_unix_ms
mnemonics,3188524723,449614471,1699620439849
mnemonics,3146692871,3876532755,1699620439849
mnemonics,3134777509,7199440881,1699620439849
mnemonics,3175876782,10510040037,1699620439849
mnemonics,3193320621,13866584588,1699620439849
mnemonics,3170733189,17240218711,1699620439849
mnemonics,3153625940,20590674850,1699620439849
mnemonics,3171881414,23922829199,1699620439849
mnemonics,3161323408,27275031535,1699620439849
mnemonics,3167416424,30613802882,1699620439849
mnemonics,3169783431,33961013198,1699620439849
mnemonics,3149719405,37309000192,1699620439849
mnemonics,3160646802,40636037744,1699620439849
mnemonics,3167380161,43975589302,1699620439849
mnemonics,3161563743,47321059184,1699620439849
mnemonics,3153591725,50660403522,1699620439849
