benchmark,duration_ns,uptime_ns,vm_start_unix_ms
dec-tree,3762672939,3619638596,1699612715966
dec-tree,882079763,7447188087,1699612715966
dec-tree,704174933,8391466248,1699612715966
dec-tree,684346072,9152424919,1699612715966
dec-tree,662994029,9897798885,1699612715966
dec-tree,645927523,10625223937,1699612715966
dec-tree,641785609,11337606624,1699612715966
dec-tree,625353396,12048364568,1699612715966
dec-tree,640359559,12747427655,1699612715966
dec-tree,625396386,13466297972,1699612715966
dec-tree,619330923,14168464870,1699612715966
dec-tree,630674692,14869576117,1699612715966
dec-tree,640381247,15580122494,1699612715966
dec-tree,622114528,16305764345,1699612715966
dec-tree,628611538,17012847821,1699612715966
dec-tree,628551717,17728159432,1699612715966
dec-tree,621574406,18448685888,1699612715966
dec-tree,605538381,19162471258,1699612715966
dec-tree,624898032,19861339385,1699612715966
dec-tree,627293070,20582206687,1699612715966
dec-tree,625144826,21305169500,1699612715966
dec-tree,636804391,22024962519,1699612715966
dec-tree,618017181,22761381973,1699612715966
dec-tree,610737253,23479904865,1699612715966
dec-tree,607632430,24194454156,1699612715966
dec-tree,635064904,24902301451,1699612715966
dec-tree,626790096,25643257425,1699612715966
dec-tree,628092562,26374101023,1699612715966
dec-tree,639356359,27109640846,1699612715966
dec-tree,590631743,27860831475,1699612715966
dec-tree,596981702,28560675835,1699612715966
dec-tree,612730569,29267938335,1699612715966
dec-tree,598180935,29993828981,1699612715966
dec-tree,592033241,30704645351,1699612715966
dec-tree,594538550,31409441060,1699612715966
dec-tree,590452418,32120210258,1699612715966
dec-tree,595410337,32827952725,1699612715966
dec-tree,588197061,33542157192,1699612715966
dec-tree,593325994,34248346196,1699612715966
dec-tree,589662159,34962143194,1699612715966
