benchmark,duration_ns,uptime_ns,vm_start_unix_ms
fj-kmeans,2634398739,624239214,1699619410996
fj-kmeans,2319647300,3297873130,1699619410996
fj-kmeans,2315756060,5655272650,1699619410996
fj-kmeans,2300645631,8005637341,1699619410996
fj-kmeans,2296070849,10337373418,1699619410996
fj-kmeans,2303948615,12665780736,1699619410996
fj-kmeans,2299649657,15001266226,1699619410996
fj-kmeans,2298823854,17332906076,1699619410996
fj-kmeans,2305413008,19663498828,1699619410996
fj-kmeans,2310240818,21999368880,1699619410996
fj-kmeans,2310074667,24341530260,1699619410996
fj-kmeans,2305602525,26682091952,1699619410996
fj-kmeans,2286136296,29018003439,1699619410996
fj-kmeans,2295192805,31332960929,1699619410996
fj-kmeans,2311873376,33657258904,1699619410996
fj-kmeans,2304804077,36002479708,1699619410996
fj-kmeans,2299901857,38337250750,1699619410996
fj-kmeans,2308652971,40667088582,1699619410996
fj-kmeans,2308055091,43009402867,1699619410996
fj-kmeans,2298465435,45348992723,1699619410996
fj-kmeans,2314779469,47678758878,1699619410996
fj-kmeans,2301956732,50025446539,1699619410996
fj-kmeans,2301871733,52359103259,1699619410996
fj-kmeans,2300154242,54690871116,1699619410996
fj-kmeans,2313193926,57022510672,1699619410996
fj-kmeans,2306240838,59370063515,1699619410996
fj-kmeans,2300381251,61707476781,1699619410996
fj-kmeans,2299816702,64038391068,1699619410996
fj-kmeans,2298529859,66368352339,1699619410996
fj-kmeans,2315784801,68697800842,1699619410996
