benchmark,duration_ns,uptime_ns,vm_start_unix_ms
neo4j-analytics,3462928218,14980224394,1699620124717
neo4j-analytics,1326570414,18487753226,1699620124717
neo4j-analytics,1343884118,19852103886,1699620124717
neo4j-analytics,1289782597,21235272899,1699620124717
neo4j-analytics,1271781301,22562548687,1699620124717
neo4j-analytics,1265287170,23871762387,1699620124717
neo4j-analytics,1255835803,25174110020,1699620124717
neo4j-analytics,1283991950,26468113357,1699620124717
neo4j-analytics,1297419221,27789924564,1699620124717
neo4j-analytics,1500547230,29124426799,1699620124717
neo4j-analytics,1320420182,30663331436,1699620124717
neo4j-analytics,1268129485,32022095645,1699620124717
neo4j-analytics,1260679816,33328866532,1699620124717
neo4j-analytics,1278935607,34626697513,1699620124717
neo4j-analytics,1259423813,35943376306,1699620124717
neo4j-analytics,1255963079,37239190729,1699620124717
neo4j-analytics,1254342609,38533318441,1699620124717
neo4j-analytics,1249510958,39824565910,1699620124717
neo4j-analytics,1289221412,41111448037,1699620124717
neo4j-analytics,1302934878,42440215708,1699620124717
