benchmark,duration_ns,uptime_ns,vm_start_unix_ms
dotty,6143780821,566845218,1699620834045
dotty,2234082854,7114132031,1699620834045
dotty,1373666446,9719908699,1699620834045
dotty,1185269151,11475245486,1699620834045
dotty,900761708,13027300219,1699620834045
dotty,854273174,14305458208,1699620834045
dotty,760874937,15522350105,1699620834045
dotty,735471599,16659559983,1699620834045
dotty,717027682,17759597792,1699620834045
dotty,714777230,18856400190,1699620834045
dotty,684686844,19934829652,1699620834045
dotty,702967097,20996722294,1699620834045
dotty,668288046,22061760544,1699620834045
dotty,683540582,23112589988,1699620834045
dotty,649257348,24158098651,1699620834045
dotty,652864605,25185696188,1699620834045
dotty,621741760,26207895713,1699620834045
dotty,648582014,27205589428,1699620834045
dotty,618235783,28231109946,1699620834045
dotty,625342708,29227374543,1699620834045
dotty,608046192,30218524265,1699620834045
dotty,629785581,31206031338,1699620834045
dotty,596121468,32201148674,1699620834045
dotty,613286662,33181529183,1699620834045
dotty,601326946,34159987707,1699620834045
dotty,626446119,35134868153,1699620834045
dotty,599157355,36123929396,1699620834045
dotty,596322133,37097338164,1699620834045
dotty,592607113,38057309560,1699620834045
dotty,607044404,39031132077,1699620834045
dotty,586812114,40000193964,1699620834045
dotty,613233061,40961488535,1699620834045
dotty,582382730,41943830733,1699620834045
dotty,609206865,42904655215,1699620834045
dotty,598261670,43880499140,1699620834045
dotty,591674215,44858518757,1699620834045
dotty,570789022,45813885937,1699620834045
dotty,580973005,46765283482,1699620834045
dotty,568825496,47709032104,1699620834045
dotty,581967813,48653786845,1699620834045
dotty,570077459,49603587501,1699620834045
dotty,572335311,50553139933,1699620834045
dotty,585613322,51489406614,1699620834045
dotty,592145075,52452009521,1699620834045
dotty,570422126,53423984365,1699620834045
dotty,586080681,54372758832,1699620834045
dotty,564734849,55324846252,1699620834045
dotty,582100736,56266679029,1699620834045
dotty,567276277,57213189174,1699620834045
dotty,597526407,58158597798,1699620834045
