benchmark,duration_ns,uptime_ns,vm_start_unix_ms
dotty,6041000578,567356998,1699620893251
dotty,1753844033,7043465586,1699620893251
dotty,1234819483,9204455113,1699620893251
dotty,973563310,10862338680,1699620893251
dotty,850625110,12229476032,1699620893251
dotty,805231293,13490452768,1699620893251
dotty,727764095,14683324427,1699620893251
dotty,736361751,15813367741,1699620893251
dotty,711774295,16933781839,1699620893251
dotty,697612631,18047671590,1699620893251
dotty,664235505,19124797371,1699620893251
dotty,693516332,20183888852,1699620893251
dotty,649054952,21255340773,1699620893251
dotty,680910738,22293915107,1699620893251
dotty,649474760,23348880259,1699620893251
dotty,660600885,24402274500,1699620893251
dotty,620098722,25437486009,1699620893251
dotty,654507617,26446554973,1699620893251
dotty,612898632,27479185843,1699620893251
dotty,633906349,28478326764,1699620893251
dotty,604717034,29494856402,1699620893251
dotty,623046438,30489635260,1699620893251
dotty,592064170,31483932767,1699620893251
dotty,606788414,32462532142,1699620893251
dotty,582246570,33448711872,1699620893251
dotty,609599249,34420212559,1699620893251
dotty,592214782,35403455033,1699620893251
dotty,594802632,36380423866,1699620893251
dotty,579816162,37347511147,1699620893251
dotty,601930450,38320935561,1699620893251
dotty,570269728,39297116568,1699620893251
dotty,593899554,40251811610,1699620893251
dotty,580521236,41222114303,1699620893251
dotty,598067555,42192185792,1699620893251
dotty,595234390,43166861900,1699620893251
dotty,590610371,44151750385,1699620893251
dotty,574524949,45120847585,1699620893251
dotty,586813607,46094632555,1699620893251
dotty,576476498,47062780396,1699620893251
dotty,581443524,48027089433,1699620893251
dotty,559471209,48987346492,1699620893251
dotty,570893890,49956894360,1699620893251
dotty,563610779,50900704601,1699620893251
dotty,573454929,51854359052,1699620893251
dotty,549824562,52804332201,1699620893251
dotty,574388127,53740489744,1699620893251
dotty,550581646,54689769240,1699620893251
dotty,568925732,55633232323,1699620893251
dotty,545266304,56581674853,1699620893251
dotty,568554664,57516660703,1699620893251
