benchmark,duration_ns,uptime_ns,vm_start_unix_ms
als,5573213445,4236747666,1699612226414
als,2129872888,9864684449,1699612226414
als,2023076649,12040763291,1699612226414
als,1945166151,14114049136,1699612226414
als,1906100548,16107956543,1699612226414
als,1864736858,18069207558,1699612226414
als,1861270783,19982959047,1699612226414
als,1873093529,21891363322,1699612226414
als,1822260696,23813294939,1699612226414
als,1849044808,25685739070,1699612226414
als,1832649939,27583824430,1699612226414
als,1849182312,29463794415,1699612226414
als,1838662333,31363473908,1699612226414
als,1815623198,33255326056,1699612226414
als,1790648404,35123667300,1699612226414
als,1818472327,36966360436,1699612226414
als,1817715548,38836460466,1699612226414
als,1830821370,40707714206,1699612226414
als,1835668754,42590283022,1699612226414
als,1794379028,44478038369,1699612226414
als,1849669921,46320979257,1699612226414
als,1824066954,48227997318,1699612226414
als,1789917734,50104760177,1699612226414
als,1790673305,51948480128,1699612226414
als,1798933809,53791970690,1699612226414
als,1804956487,55644811178,1699612226414
als,1804774959,57504501231,1699612226414
als,1794089538,59361972744,1699612226414
als,1824957012,61206473969,1699612226414
als,1770112011,63086316739,1699612226414
