benchmark,duration_ns,uptime_ns,vm_start_unix_ms
db-shootout,4488468087,6181634775,1699620049280
db-shootout,4594685855,10698871999,1699620049280
db-shootout,4158707764,15323111236,1699620049280
db-shootout,4258682895,19510443445,1699620049280
db-shootout,4196471757,23797358208,1699620049280
db-shootout,4049263580,28022219825,1699620049280
db-shootout,4314196563,32100472337,1699620049280
db-shootout,4019342957,36441140835,1699620049280
db-shootout,4301511864,40488274572,1699620049280
db-shootout,4247393206,44819429260,1699620049280
db-shootout,4091292143,49095048374,1699620049280
db-shootout,4266569783,53214726987,1699620049280
db-shootout,4219242831,57509632419,1699620049280
db-shootout,4064503382,61757056737,1699620049280
db-shootout,4107769314,65850095663,1699620049280
db-shootout,4231179365,69985655256,1699620049280
